0.896892	0.146491	
0.301002	0.924126	
0.431690	0.512739	
0.896910	0.384360	
0.592539	0.212782	
0.019950	0.621222	
0.326479	0.074155	
0.329900	0.518508	
0.686692	0.577571	
0.888085	0.021444	
0.926259	0.576079	
0.327798	0.766590	
0.941669	0.499328	
0.444706	0.718258	
0.705206	0.691865	
0.965521	0.717009	
0.964022	0.954256	
0.242904	0.583120	
0.332642	0.755540	
0.055622	0.502681	
0.350971	0.844933	
0.866714	0.079338	
0.037684	0.840745	
0.157033	0.107140	
0.752991	0.189697	
0.628607	0.067368	
0.853077	0.532213	
0.208891	0.652673	
0.434387	0.750922	
0.758832	0.205657	
0.579406	0.638937	
0.535319	0.050896	
0.972014	0.555758	
0.440645	0.400101	
0.966676	0.529445	
0.592797	0.082226	
0.811437	0.930028	
0.516337	0.508909	
0.518652	0.404086	
0.106801	0.773216	
0.103310	0.143599	
0.013567	0.771523	
0.777728	0.980763	
0.980715	0.908474	
0.268457	0.530599	
0.787432	0.183077	
0.254245	0.060244	
0.833256	0.001907	
0.736068	0.407955	
0.276002	0.165834	
0.907903	0.633768	
0.412403	0.932168	
